term;definition;source;info_semantica
pez de agua dulce;El pez de agua dulce es una especie de pez que habita en cuerpos de agua dulces, como ríos, lagos y estanques. Estas especies se caracterizan por su c.;"Parlamento-ES, apartir de: <div>- García, C.: <a href=""https://magicanaturaleza.com/c-peces/peces-de-agua-dulce/"" target=""_blank"">«Peces de agua dulce: definición, características, tipos y más»<time datetime=""30.6.2020""> (30.6.2020)</time></a>, <i>Mágica Naturaleza</i></div><div>-Pescaderías Coruñesas: <a href=""https://www.pescaderiascorunesas.es/clasificacion/por-tipo-de-agua/pescado-de-agua-dulce"" target=""_blank"">«Pescado de agua dulce»<time datetime=""30.6.2020""> (30.6.2020)</time></a><br></div>";"Variants: pez de agua dulce | Domains: SCIENCE | Context: Animal acuático con branquias que habita en ríos, arroyos, lagos, lagunas o aguas estancadas dulces con un grado de salinidad inferior a 0,5 %. | Ref: Parlamento-ES, apartir de: <div>- García, C.: <a href=""https://magicanaturaleza.com/c-peces/peces-de-agua-dulce/"" target=""_blank"">«Peces de agua dulce: definición, características, tipos y más»<time datetime=""30.6.2020""> (30.6.2020)</time></a>, <i>Mágica Naturaleza</i></div><div>-Pescaderías Coruñesas: <a href=""https://www.pescaderiascorunesas.es/clasificacion/por-tipo-de-agua/pescado-de-agua-dulce"" target=""_blank"">«Pescado de agua dulce»<time datetime=""30.6.2020""> (30.6.2020)</time></a><br></div>"
obtención de imágenes cuánticas;Obtención de imágenes cuánticas La obtención de imágenes cuánticas se refiere a la creación de representaciones visuales de objetos o sistemas a travé.;"<div>COM-ES, basado en:</div><div>Naukas, <a href=""https://francis.naukas.com/2013/07/07/francis-en-eureka-imagenes-fantasmas-utilizando-el-entrelazamiento-entre-fotones/"" target=""_blank"">«Francis en ¡Eureka!: Imágenes ""fantasmas"" utilizando el entrelazamiento entre fotones»<time datetime=""7.4.2020""> (7.4.2020)</time></a>, julio de 2013<br></div>";"Variants: obtención de imágenes cuánticas | Domains: SCIENCE | Context: Obtención de imágenes  de un objeto mediante procedimientos basados en las propiedades cuánticas de  los fotones, en particular el entrelazamiento cuántico. | Ref: <div>COM-ES, basado en:</div><div>Naukas, <a href=""https://francis.naukas.com/2013/07/07/francis-en-eureka-imagenes-fantasmas-utilizando-el-entrelazamiento-entre-fotones/"" target=""_blank"">«Francis en ¡Eureka!: Imágenes ""fantasmas"" utilizando el entrelazamiento entre fotones»<time datetime=""7.4.2020""> (7.4.2020)</time></a>, julio de 2013<br></div>"
planetología;La planetología es la rama de la astronomía que se ocupa del estudio de los cuerpos celestes, como planetas, lunas, asteroides y cometas. Se enfoca en.;"Wikipedia <a href=""http://es.wikipedia.org/wiki/Ciencias_planetarias"" target=""_blank"">http://es.wikipedia.org/wiki/Ciencias_planetarias</a>";"Variants: planetología | Domains: SCIENCE | Context: ""Las ciencias planetarias, también llamadas planetología o astronomía planetaria, son el conjunto de materias interdisciplinares implicadas en el estudio de los planetas, o sistemas planetarios, incluyendo al Sistema Solar, de cuyos planetas se tienen más datos, por lo que sus modelos son más elaborados, pero también a los planetas extrasolares. Las ciencias planetarias estudian objetos que van desde el tamaño de un meteorito hasta los gigantes de gas del tamaño de varias veces el planeta Júpiter. | Ref: Wikipedia <a href=""http://es.wikipedia.org/wiki/Ciencias_planetarias"" target=""_blank"">http://es.wikipedia.org/wiki/Ciencias_planetarias</a>"
amapolas;Las amapolas son plantas herbáceas anuales o perennes de la familia Apocynaceae, con flores tubulares de color azul o rojo. Se encuentran comúnmente e.;"Herbario Virtual del Mediterráneo Occidental. <a href=""http://herbarivirtual.uib.es/cas-ub/familia/2182.html"" target=""_blank"">http://herbarivirtual.uib.es/cas-ub/familia/2182.html</a> (22-10-2011)";"Variants: amapolas | Domains: SCIENCE | Context: Plantas herbáceas, con látex, el cual a menudo tiene color amarillo o blanco. Hojas alternas, simples o compuestas. Inflorescencia cimosa, a menudo umbeliforme o flores aisladas. Flores hermafroditas, actinomorfas. Cáliz con 2 sépalos libres. Corola con 4 pétalos libres. Numerosos estambres. Gineceo con ovario súpero, con 2 carpelos. Fruto en cápsula poricida o valvicida. | Ref: Herbario Virtual del Mediterráneo Occidental. <a href=""http://herbarivirtual.uib.es/cas-ub/familia/2182.html"" target=""_blank"">http://herbarivirtual.uib.es/cas-ub/familia/2182.html</a> (22-10-2011)"
genómica comparativa;La genómica comparativa es el estudio sistemático de la estructura, organización y evolución de los genomas de diferentes organismos, con el objetivo .;"Instituto de Salud Carlos III, Área de Bioinformática y Salud Pública, Genómica &lt; <a href=""http://biotic.isciii.es/"" target=""_blank"">http://biotic.isciii.es/</a> &gt;";"Variants: genómica comparativa | Domains: SCIENCE | Context: Comparación entre secuencias génicas de diversas especies. | Ref: Instituto de Salud Carlos III, Área de Bioinformática y Salud Pública, Genómica &lt; <a href=""http://biotic.isciii.es/"" target=""_blank"">http://biotic.isciii.es/</a> &gt;"
radiación cósmica de fondo;Radiación cósmica de fondo La radiación cósmica de fondo (CRF) es la radiación electromagnética residual que se ha acumulado en el universo desde su f.;"«Radiación de fondo de microondas», Centro Virtual Cervantes, <i>100 conceptos básicos de astronomía</i>, <a href=""https://cvc.cervantes.es/ciencia/astronomia/100_conceptos_basicos/conceptos/r1.htm#radiacion_fondo_microondas"" target=""_blank"">https://cvc.cervantes.es/ciencia/astronomia/100_conceptos_basicos/conceptos/r1.htm#radiacion_fondo_microondas</a> [18.01.2019]";"Variants: radiación cósmica de fondo | Domains: SCIENCE | Context: Radiación electromagnética procedente del universo primigenio, y que data de unos 300 000 años después del estado inicial del universo. | Ref: «Radiación de fondo de microondas», Centro Virtual Cervantes, <i>100 conceptos básicos de astronomía</i>, <a href=""https://cvc.cervantes.es/ciencia/astronomia/100_conceptos_basicos/conceptos/r1.htm#radiacion_fondo_microondas"" target=""_blank"">https://cvc.cervantes.es/ciencia/astronomia/100_conceptos_basicos/conceptos/r1.htm#radiacion_fondo_microondas</a> [18.01.2019]"
ciclo de manchas solares;El ciclo de manchas solares es un período recurrente de actividad solar que se caracteriza por la aparición y desaparición de manchas solares en la su.;DANTERM 15031;Variants: ciclo de manchas solares | Domains: SCIENCE | Context: el ciclo de las manchas solares es el periodo más o menos undecenal comprendido entre dos mínimos de la actividad solar | Ref: DANTERM 15031
cocristal;Cocristal Un cocristal es una estructura cristalina que se compone de dos o más sustancias químicas diferentes, que se encuentran mezcladas en una pro.;"<a href=""http://www.apte.org/es/noticia-parque1318.cfm"" target=""_blank"">http://www.apte.org/es/noticia-parque1318.cfm</a>";"Variants: cocristal | Domains: SCIENCE | Context: Material cristalino constituido por dos o más especies moleculares, (un compuesto orgánico y un coformador o excipiente) | Ref: <a href=""http://www.apte.org/es/noticia-parque1318.cfm"" target=""_blank"">http://www.apte.org/es/noticia-parque1318.cfm</a>"
falsos soles;Falsos soles Falsos soles es una expresión utilizada en la astronomía para describir estrellas que, debido a su distancia y posición en el espacio, pa.;"Glosario meteorlológico, Dirección General de Protección Civil y Emergencias (Ministerio del Interior), España: <a href=""http://www.proteccioncivil.org/vademecum/vdm0254.htm"" target=""_blank"">http://www.proteccioncivil.org/vademecum/vdm0254.htm</a>";"Variants: falsos soles | Domains: SCIENCE | Context: Nombre dado a los parahelios, paranthelios y anthelios cuando son particularmente brillantes | Ref: Glosario meteorlológico, Dirección General de Protección Civil y Emergencias (Ministerio del Interior), España: <a href=""http://www.proteccioncivil.org/vademecum/vdm0254.htm"" target=""_blank"">http://www.proteccioncivil.org/vademecum/vdm0254.htm</a>"
coherencia;La coherencia se refiere a la propiedad de una secuencia o conjunto de elementos que mantienen una relación lógica entre sí, sin contradicciones inter.;"Reglamento (CE) 223/2009 del Parlamento Europeo y del Consejo, relativo a la estadística europea y por el que se deroga el Reglamento (CE, Euratom) 1101/2008 relativo a la transmisión a la Oficina Estadística de las Comunidades Europeas de las informaciones amparadas por el secreto estadístico (…) (DO L 87/09) <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32009R0223"" target=""_blank"">CELEX:32009R0223/ES</a>";"Variants: coherencia | Domains: SCIENCE | Context: Adecuación de los datos para ser combinados con fiabilidad en diferentes formas y para diversos usos. | Ref: Reglamento (CE) 223/2009 del Parlamento Europeo y del Consejo, relativo a la estadística europea y por el que se deroga el Reglamento (CE, Euratom) 1101/2008 relativo a la transmisión a la Oficina Estadística de las Comunidades Europeas de las informaciones amparadas por el secreto estadístico (…) (DO L 87/09) <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32009R0223"" target=""_blank"">CELEX:32009R0223/ES</a>"
partícula cósmica extragaláctica;Partícula cósmica extragaláctica La definición del término 'partícula cósmica extragaláctica' es: Una partícula cósmica que proviene de una fuente fue.;Termcat;Variants: partícula cósmica extragaláctica | Domains: SCIENCE | Context: partícula que proviene de una radiación cósmica extragaláctica | Ref: Termcat
aerangis;Aerangis es un género de orquídeas epífitas. Se caracterizan por tener flores grandes y fragantes, con colores variados, que se encuentran en la parte.;Consejo Superior de Investigaciones Científicas, CSIC (22-10-2011);Variants: aerangis | Domains: SCIENCE | Context: Género de orquídeas epífitas que comprende alrededor de setenta especies que se distribuyen en África oriental y las islas del océano Índico. | Ref: Consejo Superior de Investigaciones Científicas, CSIC (22-10-2011)
tasa de absorción diferencial;La tasa de absorción diferencial es la velocidad a la que se absorbe una sustancia en diferentes partes del cuerpo, como órganos o tejidos. Se mide me.;"Diccionario médico de la Universidad José Carlos Mariátegui, <a href=""http://www.ujcm.edu.pe/diccionario/buscar.php?mode=&amp;meta=leter&amp;dic=medico&amp;q=absorción%20diferencial"" target=""_blank"">http://www.ujcm.edu.pe/diccionario/buscar.php?mode=&amp;meta=leter&amp;dic=medico&amp;q=absorción%20diferencial</a>";"Variants: tasa de absorción diferencial | Domains: SCIENCE | Context: Coeficiente que mide la diferencia entre los rayos X absorbidos fotoeléctricamente y los no absorbidos en absoluto, lo que produce la imagen radiográfica | Ref: Diccionario médico de la Universidad José Carlos Mariátegui, <a href=""http://www.ujcm.edu.pe/diccionario/buscar.php?mode=&amp;meta=leter&amp;dic=medico&amp;q=absorción%20diferencial"" target=""_blank"">http://www.ujcm.edu.pe/diccionario/buscar.php?mode=&amp;meta=leter&amp;dic=medico&amp;q=absorción%20diferencial</a>"
periodo de semidesintegración;El período de semidesintegración es el tiempo que tarda una sustancia radioactiva en descomponerse a la mitad de su cantidad inicial debido a la emisi.;Kaennel/Schweingruber,Multilingual Glossary of Dendrochronology,WSL/Haupt,1995;Variants: periodo de semidesintegración | Domains: SCIENCE | Context: el tiempo requerido para que la mitad de una sustancia radiactiva, en este caso radiocarbono que tiene un sistema vivo o un ecosistema, sea eliminada o desintegrada por procesos naturales | Ref: Kaennel/Schweingruber,Multilingual Glossary of Dendrochronology,WSL/Haupt,1995
sistema inteligente;El sistema inteligente es una infraestructura tecnológica que utiliza sensores, redes de comunicación y sistemas de procesamiento de datos para recopi.;"Parlamento-ES, a partir de: Bryson, J. J.: «<a href=""https://www.bbvaopenmind.com/articulos/la-ultima-decada-y-el-futuro-del-impacto-de-la-ia-en-la-sociedad/ "" target=""_blank"">La última década y el futuro del impacto de la IA en la sociedad<time datetime=""7.9.2020""> (7.9.2020)</time></a>» en <i>¿Hacia una nueva Ilustración? Una década trascendente</i>, Madrid, BBVA, 2018.";"Variants: sistema inteligente | Domains: SCIENCE | Context: Sistema con capacidad de percibir contextos de acción, de actuar y de asociar determinados contextos a determinadas acciones. | Ref: Parlamento-ES, a partir de: Bryson, J. J.: «<a href=""https://www.bbvaopenmind.com/articulos/la-ultima-decada-y-el-futuro-del-impacto-de-la-ia-en-la-sociedad/ "" target=""_blank"">La última década y el futuro del impacto de la IA en la sociedad<time datetime=""7.9.2020""> (7.9.2020)</time></a>» en <i>¿Hacia una nueva Ilustración? Una década trascendente</i>, Madrid, BBVA, 2018."
monoico;El término'monoico' se refiere a la condición de que una planta o un organismo tiene solo un estambre (órgano masculino) en cada flor. Esto significa .;"Enciclopedia Libre Universal en Español, <a href=""http://enciclopedia.us.es/index.php/Monoico"" target=""_blank"">http://enciclopedia.us.es/index.php/Monoico</a> [17.10.2012]";"Variants: monoico | Domains: SCIENCE | Context: Organismo en el que las estructuras reproductoras, tanto masculinas como femeninas, se encuentran en el mismo individuo. | Ref: Enciclopedia Libre Universal en Español, <a href=""http://enciclopedia.us.es/index.php/Monoico"" target=""_blank"">http://enciclopedia.us.es/index.php/Monoico</a> [17.10.2012]"
botón;El botón es una estructura floral que se encuentra en la parte superior de las flores, generalmente compuesta por una serie de pétalos o sépalas dispu.;COM-ES, a partir de Wikipedia.[9.4.2013];Variants: botón | Domains: SCIENCE | Context: En botánica, órgano complejo de las plantas que se forma habitualmente en la axila de las hojas (yema axilar o lateral) o en la punta de una ramilla (yema terminal), a modo de botón escamoso, y que dará lugar a hojas (foliíferas) y flores (floríferas). | Ref: COM-ES, a partir de Wikipedia.[9.4.2013]
retrodifusión;La retrodifusión es la técnica de difusión que implica la propagación de una señal desde un punto central hacia los extremos, a diferencia de la difus.;Glosario CE-Garantía de calidad y protección radiológica en radiodiagnóstico, 1999;Variants: retrodifusión | Domains: SCIENCE | Context: difusión de una radiación por un material con ángulos mayores de 90º con respecto a la dirección inicial | Ref: Glosario CE-Garantía de calidad y protección radiológica en radiodiagnóstico, 1999
ciclo biogeoquímico;El ciclo biogeoquímico es el proceso por el cual los elementos químicos se mueven entre la biosfera, la litosfera, la hidrosfera y la atmósfera a trav.;"COM-ES a partir de la definición del Glosario de la FAO sobre términos de servicios de ecosistemas en la agricultura, 2013, Portal terminológico de la FAO [30.10.2017]: <br> <a href=""http://www.fao.org/faoterm/es/?defaultCollId=21"" target=""_blank"">http://www.fao.org/faoterm/es/?defaultCollId=21</a>";"Variants: ciclo biogeoquímico | Domains: SCIENCE | Context: Modo en el que los átomos de un elemento fundamental para la vida (como el carbono, el nitrógeno o el fósforo) se transfieren desde los cuerpos de organismos vivos hasta el entorno físico y retornan desde el entorno físico hasta los cuerpos de organismos vivos. | Ref: COM-ES a partir de la definición del Glosario de la FAO sobre términos de servicios de ecosistemas en la agricultura, 2013, Portal terminológico de la FAO [30.10.2017]: <br> <a href=""http://www.fao.org/faoterm/es/?defaultCollId=21"" target=""_blank"">http://www.fao.org/faoterm/es/?defaultCollId=21</a>"
gobernanza del riesgo;La gobernanza del riesgo se refiere a la gestión integral de los riesgos que afectan a una sociedad, incluyendo la identificación, evaluación, mitigac.;"Sodiedad Nuclear Española <a href=""http://www.sne.es/sne/"" target=""_blank"">http://www.sne.es/sne/</a>";"Variants: gobernanza del riesgo | Domains: SCIENCE | Context: Conjunto de componentes políticos, sociales, legales, científicos y éticos que justifican la operación razonablemente segura de instalaciones que comportan riesgo. Ref.: Glosario de terminología de la Sociedad Nuclear Española | Ref: Sodiedad Nuclear Española <a href=""http://www.sne.es/sne/"" target=""_blank"">http://www.sne.es/sne/</a>"
orquídeas;Las orquídeas son una familia de plantas con flores que se caracterizan por su forma única, variedad de colores y fragancia. Son conocidas por ser alg.;Consejo Superior de Investigaciones Científicas, CSIC (22-10-2011);Variants: orquídeas | Domains: SCIENCE | Context: Género de orquídeas epífitas que comprende alrededor de setenta especies que se distribuyen en África oriental y las islas del océano Índico. | Ref: Consejo Superior de Investigaciones Científicas, CSIC (22-10-2011)
tribología;La tribología es la rama de las ciencias que estudia la fricción, el desgaste y la lubricación entre superficies en contacto. Se enfoca en comprender .;Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros;"Variants: tribología | Domains: SCIENCE | Context: neologismo que designa el estudio del desgaste producido por la fricción; En cirugía, estudio y recolocación de las articulaciones dañadas; En mecánica, estudio y corrección del desgaste en todos los interfaces de fricción, tales como frenos, cojinetes, etc. | Ref: Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros"
temperatura crítica;Temperatura crítica La temperatura crítica es la temperatura a partir de la cual un gas se comporta como un líquido, sin que existan diferencias apare.;Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros;Variants: temperatura crítica | Domains: SCIENCE | Context: temperatura máxima superada la cual una sustancia deja de ser líquida sea cual sea su presión | Ref: Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros
tilio;El tilio es un elemento químico de la tabla periódica con el símbolo Ti y número atómico 22. Es un metal de transición, duro y resistente a la corrosi.;O.I.V., Lexique Vigne et Vin, Paris 1963;Variants: tilio | Domains: SCIENCE | Context: excrecencia que obstruye los vasos | Ref: O.I.V., Lexique Vigne et Vin, Paris 1963
geometría diferencial;La geometría diferencial es una rama de la matemática que estudia las propiedades geométricas de los objetos a través del análisis de sus derivadas y .;"Wikipedia, <a href=""http://es.wikipedia.org/wiki/Geometr%C3%ADa_diferencial"" target=""_blank"">http://es.wikipedia.org/wiki/Geometr%C3%ADa_diferencial</a> [7.12.2012]";"Variants: geometría diferencial | Domains: SCIENCE | Context: Estudio de la geometría usando las herramientas del análisis matemático. | Ref: Wikipedia, <a href=""http://es.wikipedia.org/wiki/Geometr%C3%ADa_diferencial"" target=""_blank"">http://es.wikipedia.org/wiki/Geometr%C3%ADa_diferencial</a> [7.12.2012]"
plúmula;La plúmula es la estructura vegetal que emerge de una semilla, antes de que se abra la vaina o cápsula que la contiene. Es un tallo corto y delgado qu.;TERMCAT;Variants: plúmula | Domains: SCIENCE | Context: yema primaria del epicotilo de las semillas que da lugar al brote | Ref: TERMCAT
malas hierbas flotantes;Las malas hierbas flotantes son plantas acuáticas que crecen en la superficie del agua, como el lino marítimo o la lechuga de río. Estas plantas puede.;ICID-Comité Español de Riegos y Drenajes, 1977;Variants: malas hierbas flotantes | Domains: SCIENCE | Context: malas hierbas que, no enraizadas en el suelo, flotan libremente en el agua, o bien enraizadas en los taludes o solera, flotan en una zona limitada | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
vida media;La vida media es el tiempo promedio que tardan los átomos de una sustancia radiactiva en desintegrarse. Se calcula mediante la fórmula t1/2 = ln(2) / .;Kaennel/Schweingruber,Multilingual Glossary of Dendrochronology,WSL/Haupt,1995;Variants: vida media | Domains: SCIENCE | Context: el tiempo requerido para que la mitad de una sustancia radiactiva, en este caso radiocarbono que tiene un sistema vivo o un ecosistema, sea eliminada o desintegrada por procesos naturales | Ref: Kaennel/Schweingruber,Multilingual Glossary of Dendrochronology,WSL/Haupt,1995
peces sedentarios;Los peces sedentarios son aquellas especies de peces que viven en aguas estancadas o poco profundas, como lagos, pantanos, ríos lentos o charcas, y no.;ICID-Comité Español de Riegos y Drenajes, 1977;Variants: peces sedentarios | Domains: SCIENCE | Context: especie de peces que limitan su desplazamiento sólo a la busca de alimentos | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
coeficiente de primer orden;El coeficiente de primer orden es una constante que se utiliza en ecuaciones diferenciales lineales para describir la tasa de cambio de una variable d.;Documento interno ENER-2012-80051;Variants: coeficiente de primer orden | Domains: SCIENCE | Context: Coeficiente de pérdida de calor de un colector solar, expresado en W/(m² K) | Ref: Documento interno ENER-2012-80051
kelvin;Kelvin La unidad de medida del kelvin (símbolo K) es una escala absoluta de temperatura, utilizada en la física y la química. Es igual a 1/273,16 de l.;Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros;Variants: kelvin | Domains: SCIENCE | Context: Unidad estándar de temperatura termodinámica, correspondiente a la temperatura Celsius. | Ref: Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros
diagnóstico foliar;El diagnóstico foliar es una técnica utilizada en la agricultura para identificar problemas de salud en las plantas mediante el análisis de muestras d.;ICID-Comité Español de Riegos y Drenajes, 1977 ;Variants: diagnóstico foliar | Domains: SCIENCE | Context: estimación de las necesidades de las plantas en elementos nutritivos, basada en un análisis de las hojas | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
ajuste de elementos;El ajuste de elementos es el proceso de comparar y equilibrar las propiedades físicas o químicas de diferentes materiales o sustancias para lograr una.;ICID-Comité Español de Riegos y Drenajes, 1977;Variants: ajuste de elementos | Domains: SCIENCE | Context: el intervalo de aportación de un elemento indispensable en el cual un aumento de este elemento produce un crecimiento en el desarrollo de la planta. No aumenta el porcentaje del elemento en la planta | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
energía del punto cero;Energía del punto cero La energía del punto cero es una medida de la energía potencial que se asocia con el estado fundamental de un sistema físico, g.;TERMCAT;Variants: energía del punto cero | Domains: SCIENCE | Context: energía cinética que conservan las moléculas de una sustancia a la temperatura del cero absoluto | Ref: TERMCAT
rastrojo;El rastrojo es la parte de la planta que queda después de la cosecha, generalmente las hojas y tallos secos. Se utiliza como abono orgánico o se deja .; asimismo, las hojas secas de la patata, el retoño de heno y la parte no comestible de las leguminosas;Variants: rastrojo | Domains: SCIENCE | Context: término usado para designar residuos de las cosechas tales como los tallos del trigo, algodón, mijo y sorgo, y en algunos sitios la paja de pequeños granos y la rama de semillas leguminosas | Ref: asimismo, las hojas secas de la patata, el retoño de heno y la parte no comestible de las leguminosas
sopa de quarks;Sopa de quarks es una teoría física que describe la estructura subatómica del universo, donde los quarks se combinan para formar hadrones como protone.;El País, supl. Futuro. 16.02.00;Variants: sopa de quarks | Domains: SCIENCE | Context: estado del universo, inmediatamente después del Big Bang, en el que no existía la materia tal y como hoy la conocemos, sino en una mezcla en partes casi iguales de materia, antimateria y radiación | Ref: El País, supl. Futuro. 16.02.00
capa vellosa;La capa vellosa es una estructura cutánea que cubre la piel de algunos animales, como los mamíferos y aves, y está compuesta por pelos o cerdas. Esta .;ICID-Comité Español de Riegos y Drenajes, 1977;Variants: capa vellosa | Domains: SCIENCE | Context: tejido superficial joven de las raíces, que produce los pelos absorbentes | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
presión de turgencia;La presión de turgencia es la fuerza ejercida por las células vegetales contra su pared celular debido a la absorción de agua, lo que hace que se expa.;ICID-Comité Español de Riegos y Drenajes, 1977;Variants: presión de turgencia | Domains: SCIENCE | Context: la presión hidrostática del sistema líquido en el interior de la célula vegetal | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
función gaussiana;La función gaussiana es una distribución de probabilidad continua que se utiliza ampliamente en estadística y análisis de señales, caracterizada por s.;Wikipedia, «función gaussiana», http://es.wikipedia.org/wiki/Funci%C3%B3n_gaussiana [28.1.2014];Variants: función gaussiana | Domains: SCIENCE | Context: En estadística, la función gaussiana (en honor a Carl Friedrich Gauss) se utiliza en teoría de probabilidades como la función de densidad de la distribución normal. | Ref: Wikipedia, «función gaussiana», http://es.wikipedia.org/wiki/Funci%C3%B3n_gaussiana [28.1.2014]
módulo específico;Un módulo específico es una unidad de aprendizaje o contenido que se enfoca en un tema o habilidad particular dentro de un curso o programa educativo.;Reglamento (CE) n.º 428/2009 del Consejo, de 5 de mayo de 2009, por el que se establece un régimen comunitario de control de las exportaciones, la transferencia, el corretaje y el tránsito de productos de doble uso, CELEX:32009R0428/ES;Variants: módulo específico | Domains: SCIENCE | Context: Módulo de Young en pascales, equivalente a N/m2 divididos por el peso específico en N/m3, medido a una temperatura de (296 ± 2) K ((23 ± 2) °C) y a una humedad relativa del (50 ±5)%. | Ref: Reglamento (CE) n.º 428/2009 del Consejo, de 5 de mayo de 2009, por el que se establece un régimen comunitario de control de las exportaciones, la transferencia, el corretaje y el tránsito de productos de doble uso, CELEX:32009R0428/ES
vegetación mesofita;Vegetación mesofita La vegetación mesofita se refiere a las plantas que crecen en ambientes con condiciones de humedad moderadas, es decir, no demasia.; plantas que se clasifican entre las hidrofitas y las xerofitas;Variants: vegetación mesofita | Domains: SCIENCE | Context: plantas que para su crecimiento evitan tanto la humedad como la sequedad extrema | Ref: plantas que se clasifican entre las hidrofitas y las xerofitas
roedor salvaje;Mamífero pequeño que se alimenta de plantas,;DO 1989 C 327/58;Variants: roedor salvaje | Domains: SCIENCE | Context: los roedores que han nacido y que viven en su medio natural | Ref: DO 1989 C 327/58
colineal;Colineal Es la propiedad de dos o más rectas que se encuentran en el mismo plano. Las líneas colineales son aquellas que comparten el mismo eje, lo qu.;COM-ES;Variants: colineal | Domains: SCIENCE | Context: Se dice de dos entidades (puntos, vectores, etc.) que están en la misma recta. | Ref: COM-ES
precipitación en forma sólida;Precipitación en forma sólida La precipitación en forma sólida se refiere a la caída de partículas sólidas desde las nubes hacia la superficie terrest.;ICID-Comité Español de Riegos y Drenajes, 1977;Variants: precipitación en forma sólida | Domains: SCIENCE | Context: cantidad de nieve, granizo, aguanieve u otras precipitaciones en forma sólida, que llegan a la superficie de la tierra. Se puede expresar en milímetros (o pulgadas) de precipitación tal y como caen, o bien en milímetros (o pulgadas) de altura de su equivalente en agua | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
anillos de Saturno;Los anillos de Saturno son una serie de estructuras circulares formadas por partículas de hielo y roca que orbitan alrededor del planeta Saturno. Esto.;COM-ES a partir de la Wikipedia, https://es.wikipedia.org/wiki/Anillos_de_Saturno [1.9.2015];Variants: anillos de Saturno | Domains: SCIENCE | Context: Sistema de 4 anillos planetarios, restos fósiles de una luna cubierta de hielo, que rodean al planeta Saturno. | Ref: COM-ES a partir de la Wikipedia, https://es.wikipedia.org/wiki/Anillos_de_Saturno [1.9.2015]
valor de base;El valor de base es la cantidad mínima que se requiere para realizar una acción o proceso, generalmente en el contexto de la física y la química. Se r.;Glosario CE-Garantía de calidad y protección radiológica en radiodiagnóstico, 1999;Variants: valor de base | Domains: SCIENCE | Context: valor de referencia de una característica funcional, obtenido inmediatamente después de una prueba de aceptación en una o en una serie de pruebas de constancia, que se utiliza como base para comparaciones y para la evaluación de resultados de las pruebas de constancia que se realicen posteriormente | Ref: Glosario CE-Garantía de calidad y protección radiológica en radiodiagnóstico, 1999
entomología;La entomología es la rama de la biología que se dedica al estudio de los insectos. Se enfoca en su taxonomía, ecología, comportamiento, evolución y di.;http://es.wikipedia.org/wiki/Entomolog%C3%ADa;Variants: entomología | Domains: SCIENCE | Context: estudio científico de los insectos | Ref: http://es.wikipedia.org/wiki/Entomolog%C3%ADa
viscosidad absoluta;La viscosidad absoluta es la resistencia que ofrece un fluido a la deformación permanente cuando se aplica una fuerza constante. Se mide en unidades d.;Diccionario de química física. J. M. Costa. Ediciones Díaz de Santos, Barcelona (España), 2005.;Variants: viscosidad absoluta | Domains: SCIENCE | Context: Relación entre la tensión de cizalladura (fuerza que actúa paralelamente a un plano envez de perpendicularmente) de un fluido y el gradiente de velocidad originado perpendicular al plano de cizalladura. | Ref: Diccionario de química física. J. M. Costa. Ediciones Díaz de Santos, Barcelona (España), 2005.
seda marina;Seda marina La seda marina es una sustancia producida por ciertas especies de moluscos, como las babosas de seda o los caracoles de seda. Se caracteri.;Arancel Aduanero Notex CCD 50.00;Variants: seda marina | Domains: SCIENCE | Context: filamentos que sirven de órgano de fijación a ciertos moluscos del género Pinna | Ref: Arancel Aduanero Notex CCD 50.00
erupción solar;La erupción solar es un evento en el que se libera una gran cantidad de energía desde la superficie del Sol, a menudo acompañada por la emisión de par.;DANTERM 15028;Variants: erupción solar | Domains: SCIENCE | Context: fulguración que a veces se observa en el Sol en la proximidad de una mancha solar, fulguración que provoca la eyección de partículas | Ref: DANTERM 15028
luz tamizada;luz tamizada La luz tamizada es la luz que ha sido filtrada a través de una capa de material opaco o translúcido, como papel, vidrio o plástico, que r.;Procesadores gráficos para PC. Manuel Ujaldón Martínez. Editorial Ciencia-3, Madrid (España), 2005.;Variants: luz tamizada | Domains: SCIENCE | Context: Luz con intensidad lumínica reducida | Ref: Procesadores gráficos para PC. Manuel Ujaldón Martínez. Editorial Ciencia-3, Madrid (España), 2005.
